GENE_SYMBOL,GSM2445716,GSM2445717,GSM2445718,GSM2445719,GSM2445720,GSM2445721,GSM2445722,GSM2445723,GSM2445724,GSM2445725,GSM2445726,GSM2445727,GSM2445728,GSM2445729,GSM2445730,GSM2445731,GSM2445732,GSM2445733,GSM2445734,GSM2445735,GSM2445736,GSM2445737,GSM2445738,GSM2445739,GSM2445740
5S_rRNA,,,,,,,,,,,,,,,,,,,,,,,,,
5_8S_rRNA,,,,,,,,,,,,,,,,,,,,,,,,,
7SK,,,,,,,,,,,,,,,,,,,,,,,,,
A1BG,,,,,,,,,,,,,,,,,,,,,,,,,
A1BG-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A1CF,,,,,,,,,,,,,,,,,,,,,,,,,
A2M,12.48840647,11.46366462,12.11035098,13.32466136,14.42413274,13.77150483,10.63394157,13.3695467,13.35279711,13.93428894,12.77942668,15.22280682,12.28491433,13.98926178,13.28403013,13.23628329,13.35426454,13.06775583,13.32343749,12.98396304,13.87638909,12.31606812,13.26700284,12.58495629,13.28409259
A2M-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
A2MP1,,,,,,,,,,,,,,,,,,,,,,,,,
A3GALT2,,,,,,,,,,,,,,,,,,,,,,,,,
A4GALT,,,,,,,,,,,,,,,,,,,,,,,,,
A4GNT,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P23,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P24,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P25,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P26,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P27,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P28,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P29,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P3,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P30,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P31,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P32,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P33,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P34,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P35,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P36,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P37,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P38,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P39,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P4,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P40,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P41,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P42,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P43,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P44,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P45,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P46,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P47,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P48,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P49,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P5,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P50,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P51,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P52,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P53,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P54,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P55,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P56,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P57,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P58,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P59,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P6,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P60,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P61,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P62,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P63,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P64,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P65,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P66,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P67,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P68,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P69,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P7,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P70,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P71,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P72,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P73,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P74,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P76,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P8,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P9,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA2B1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P10,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P11,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P12,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P13,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P14,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P15,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P16,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P3,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P4,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P5,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P6,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P7,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P8,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA3P9,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPAB,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPABP1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPC,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCL1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCL2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCL3,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCL4,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCP1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCP10,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCP2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCP3,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCP4,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCP6,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCP7,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCP8,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPCP9,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPD,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPDL,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPDLP1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPDLP2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPDLP3,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPDLP4,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPDP1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPDP2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPF,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPFP1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPH1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPH1P1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPH1P2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPH1P3,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPH2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPH3,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPH3P1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPK,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPKP1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPKP2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPKP3,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPKP4,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPKP5,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPL,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPLL,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPLP1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPLP2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPM,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPMP1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPMP2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPR,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPRP1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPRP2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPU,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPUL1,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPUL2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPUL2-BSCL2,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPUP1,,,,,,,,,,,,,,,,,,,,,,,,,
HOGA1,,,,,,,,,,,,,,,,,,,,,,,,,
HOMER1,,,,,,,,,,,,,,,,,,,,,,,,,
HOMER2,,,,,,,,,,,,,,,,,,,,,,,,,
HOMER2P1,,,,,,,,,,,,,,,,,,,,,,,,,
HOMER2P2,,,,,,,,,,,,,,,,,,,,,,,,,
HOMER3,,,,,,,,,,,,,,,,,,,,,,,,,
HOMEZ,,,,,,,,,,,,,,,,,,,,,,,,,
HOOK1,,,,,,,,,,,,,,,,,,,,,,,,,
HOOK2,,,,,,,,,,,,,,,,,,,,,,,,,
HOOK3,,,,,,,,,,,,,,,,,,,,,,,,,
HOPX,,,,,,,,,,,,,,,,,,,,,,,,,
HORMAD1,,,,,,,,,,,,,,,,,,,,,,,,,
HORMAD2,,,,,,,,,,,,,,,,,,,,,,,,,
HORMAD2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
HOTAIR,,,,,,,,,,,,,,,,,,,,,,,,,
HOTAIRM1,,,,,,,,,,,,,,,,,,,,,,,,,
HOTAIRM1_1,,,,,,,,,,,,,,,,,,,,,,,,,
HOTAIRM1_2,,,,,,,,,,,,,,,,,,,,,,,,,
HOTAIRM1_3,,,,,,,,,,,,,,,,,,,,,,,,,
HOTAIRM1_4,,,,,,,,,,,,,,,,,,,,,,,,,
HOTAIRM1_5,,,,,,,,,,,,,,,,,,,,,,,,,
HOTAIR_2,,,,,,,,,,,,,,,,,,,,,,,,,
HOTAIR_3,,,,,,,,,,,,,,,,,,,,,,,,,
HOTTIP,,,,,,,,,,,,,,,,,,,,,,,,,
HOTTIP_1,,,,,,,,,,,,,,,,,,,,,,,,,
HOTTIP_2,,,,,,,,,,,,,,,,,,,,,,,,,
HOTTIP_3,,,,,,,,,,,,,,,,,,,,,,,,,
HOTTIP_4,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA-AS3,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA1,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA10,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA10-AS,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA10-HOXA9,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA11,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA11-AS,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA11-AS1_1,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA11-AS1_2,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA11-AS1_3,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA11-AS1_4,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA11-AS1_5,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA11-AS1_6,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA13,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA2,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA3,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA4,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA5,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA6,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA7,,,,,,,,,,,,,,,,,,,,,,,,,
HOXA9,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB-AS3,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB-AS4,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB1,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB13,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB13-AS1_1,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB13-AS1_2,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB2,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB3,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB4,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB5,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB6,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB7,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB8,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB9,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC-AS3,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC10,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC11,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC12,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC13,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC13-AS,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC4,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC5,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC6,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC8,,,,,,,,,,,,,,,,,,,,,,,,,
HOXC9,,,,,,,,,,,,,,,,,,,,,,,,,
HOXD-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
HOXD1,,,,,,,,,,,,,,,,,,,,,,,,,
HOXD10,,,,,,,,,,,,,,,,,,,,,,,,,
HOXD11,,,,,,,,,,,,,,,,,,,,,,,,,
HOXD12,,,,,,,,,,,,,,,,,,,,,,,,,
HOXD13,,,,,,,,,,,,,,,,,,,,,,,,,
HOXD3,,,,,,,,,,,,,,,,,,,,,,,,,
HOXD4,,,,,,,,,,,,,,,,,,,,,,,,,
HOXD8,,,,,,,,,,,,,,,,,,,,,,,,,
HOXD9,,,,,,,,,,,,,,,,,,,,,,,,,
HP,,,,,,,,,,,,,,,,,,,,,,,,,
HP09025,,,,,,,,,,,,,,,,,,,,,,,,,
HP1BP3,,,,,,,,,,,,,,,,,,,,,,,,,
HPCA,,,,,,,,,,,,,,,,,,,,,,,,,
HPCAL1,,,,,,,,,,,,,,,,,,,,,,,,,
HPCAL4,,,,,,,,,,,,,,,,,,,,,,,,,
HPD,,,,,,,,,,,,,,,,,,,,,,,,,
HPDL,,,,,,,,,,,,,,,,,,,,,,,,,
HPF1,,,,,,,,,,,,,,,,,,,,,,,,,
HPGD,,,,,,,,,,,,,,,,,,,,,,,,,
HPGDS,,,,,,,,,,,,,,,,,,,,,,,,,
HPN,,,,,,,,,,,,,,,,,,,,,,,,,
HPN-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
HPR,,,,,,,,,,,,,,,,,,,,,,,,,
HPRT1,,,,,,,,,,,,,,,,,,,,,,,,,
HPRT1P1,,,,,,,,,,,,,,,,,,,,,,,,,
HPRT1P2,,,,,,,,,,,,,,,,,,,,,,,,,
HPRT1P3,,,,,,,,,,,,,,,,,,,,,,,,,
HPRTP4,,,,,,,,,,,,,,,,,,,,,,,,,
HPS1,,,,,,,,,,,,,,,,,,,,,,,,,
HPS3,,,,,,,,,,,,,,,,,,,,,,,,,
HPS4,,,,,,,,,,,,,,,,,,,,,,,,,
HPS5,,,,,,,,,,,,,,,,,,,,,,,,,
HPS6,,,,,,,,,,,,,,,,,,,,,,,,,
HPSE,,,,,,,,,,,,,,,,,,,,,,,,,
HPSE2,,,,,,,,,,,,,,,,,,,,,,,,,
HPVC1,,,,,,,,,,,,,,,,,,,,,,,,,
HPX,,,,,,,,,,,,,,,,,,,,,,,,,
HPYR1,,,,,,,,,,,,,,,,,,,,,,,,,
HR,,,,,,,,,,,,,,,,,,,,,,,,,
HRAS,7.041837001,6.309122652,7.554483711,6.867112279,6.682152204,7.365831501,7.706873093,6.844305568,6.533314705,8.031078019,6.906426451,6.799288819,7.383498862,6.676769135,6.908870832,7.061549622,6.530849769,6.478176701,6.463385141,7.244083182,6.471436788,7.637506255,7.676723745,7.920697577,6.151378665
HRASLS,,,,,,,,,,,,,,,,,,,,,,,,,
HRASLS2,,,,,,,,,,,,,,,,,,,,,,,,,
HRASLS5,,,,,,,,,,,,,,,,,,,,,,,,,
HRAT17,,,,,,,,,,,,,,,,,,,,,,,,,
HRAT92,,,,,,,,,,,,,,,,,,,,,,,,,
HRC,,,,,,,,,,,,,,,,,,,,,,,,,
HRCT1,,,,,,,,,,,,,,,,,,,,,,,,,
HRG,,,,,,,,,,,,,,,,,,,,,,,,,
HRH1,,,,,,,,,,,,,,,,,,,,,,,,,
HRH2,,,,,,,,,,,,,,,,,,,,,,,,,
HRH3,,,,,,,,,,,,,,,,,,,,,,,,,
HRH4,,,,,,,,,,,,,,,,,,,,,,,,,
HRK,,,,,,,,,,,,,,,,,,,,,,,,,
HRNR,,,,,,,,,,,,,,,,,,,,,,,,,
HS1BP3,,,,,,,,,,,,,,,,,,,,,,,,,
HS1BP3-IT1,,,,,,,,,,,,,,,,,,,,,,,,,
HS2ST1,,,,,,,,,,,,,,,,,,,,,,,,,
HS3ST1,,,,,,,,,,,,,,,,,,,,,,,,,
HS3ST2,,,,,,,,,,,,,,,,,,,,,,,,,
HS3ST3A1,,,,,,,,,,,,,,,,,,,,,,,,,
HS3ST3B1,,,,,,,,,,,,,,,,,,,,,,,,,
HS3ST4,,,,,,,,,,,,,,,,,,,,,,,,,
HS3ST5,,,,,,,,,,,,,,,,,,,,,,,,,
HS3ST6,,,,,,,,,,,,,,,,,,,,,,,,,
HS6ST1,,,,,,,,,,,,,,,,,,,,,,,,,
HS6ST1P1,,,,,,,,,,,,,,,,,,,,,,,,,
HS6ST2,,,,,,,,,,,,,,,,,,,,,,,,,
HS6ST2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
HS6ST3,,,,,,,,,,,,,,,,,,,,,,,,,
HSBP1,,,,,,,,,,,,,,,,,,,,,,,,,
HSBP1L1,,,,,,,,,,,,,,,,,,,,,,,,,
HSBP1P1,,,,,,,,,,,,,,,,,,,,,,,,,
HSBP1P2,,,,,,,,,,,,,,,,,,,,,,,,,
HSCB,,,,,,,,,,,,,,,,,,,,,,,,,
HSD11B1,3.728420406,4.615225779,4.776876132,8.065657959,6.507065497,5.043903406,5.805053487,5.680806835,5.275516948,5.806584075,4.955814478,6.159878534,4.731422166,7.148837579,7.268120553,6.115997406,6.442040502,4.69973447,6.566478634,5.044145611,5.149508693,5.61644464,6.474481024,5.198231553,4.566416164
HSD11B1L,,,,,,,,,,,,,,,,,,,,,,,,,
HSD11B2,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B1,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B10,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B11,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B12,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B13,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B14,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B1P1,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B2,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B3,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B4,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B6,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B7,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B7P1,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B7P2,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B8,,,,,,,,,,,,,,,,,,,,,,,,,
HSD3B1,,,,,,,,,,,,,,,,,,,,,,,,,
HSD3B2,,,,,,,,,,,,,,,,,,,,,,,,,
HSD3B7,,,,,,,,,,,,,,,,,,,,,,,,,
HSD3BP1,,,,,,,,,,,,,,,,,,,,,,,,,
HSD3BP2,,,,,,,,,,,,,,,,,,,,,,,,,
HSD3BP3,,,,,,,,,,,,,,,,,,,,,,,,,
HSD3BP4,,,,,,,,,,,,,,,,,,,,,,,,,
HSD3BP5,,,,,,,,,,,,,,,,,,,,,,,,,
HSD52,,,,,,,,,,,,,,,,,,,,,,,,,
HSDL1,,,,,,,,,,,,,,,,,,,,,,,,,
HSDL2,,,,,,,,,,,,,,,,,,,,,,,,,
HSF1,,,,,,,,,,,,,,,,,,,,,,,,,
HSF2,,,,,,,,,,,,,,,,,,,,,,,,,
HSF2BP,,,,,,,,,,,,,,,,,,,,,,,,,
HSF4,,,,,,,,,,,,,,,,,,,,,,,,,
HSF5,,,,,,,,,,,,,,,,,,,,,,,,,
HSFX1,,,,,,,,,,,,,,,,,,,,,,,,,
HSFX2,,,,,,,,,,,,,,,,,,,,,,,,,
HSFY1,,,,,,,,,,,,,,,,,,,,,,,,,
HSFY1P1,,,,,,,,,,,,,,,,,,,,,,,,,
HSFY2,,,,,,,,,,,,,,,,,,,,,,,,,
HSFY3P,,,,,,,,,,,,,,,,,,,,,,,,,
HSFY4P,,,,,,,,,,,,,,,,,,,,,,,,,
HSFY5P,,,,,,,,,,,,,,,,,,,,,,,,,
HSFY6P,,,,,,,,,,,,,,,,,,,,,,,,,
HSFY7P,,,,,,,,,,,,,,,,,,,,,,,,,
HSFY8P,,,,,,,,,,,,,,,,,,,,,,,,,
HSH2D,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AA1,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AA2P,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AA4P,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AA5P,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AA6P,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AB1,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AB2P,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AB3P,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AB4P,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AB6P,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AB7P,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90B1,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90B2P,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90B3P,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA12A,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA12B,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA13,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA14,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA1A,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA1B,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA1L,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA2,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA4,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA4L,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA5,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA6,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA7,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P1,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P11,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P13,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P14,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P15,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P16,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P17,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P18,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P19,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P20,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P3,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P4,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P5,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P6,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P7,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P8,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8P9,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA9,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA9P1,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB1,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB11,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB1P1,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB1P2,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB2,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB2-C11orf52,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB3,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB6,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB7,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB8,,,,,,,,,,,,,,,,,,,,,,,,,
HSPB9,,,,,,,,,,,,,,,,,,,,,,,,,
HSPBAP1,,,,,,,,,,,,,,,,,,,,,,,,,
HSPBP1,,,,,,,,,,,,,,,,,,,,,,,,,
HSPC324,,,,,,,,,,,,,,,,,,,,,,,,,
